Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04,12.8100004196167,13.144000053405762,12.8100004196167,13.039999961853027,10.07174015045166,6062208
2022-01-05,13.074000358581543,13.331999778747559,13.038000106811523,13.170000076293945,10.172149658203125,6300320
2022-01-06,13.092000007629395,13.331999778747559,13.0,13.321999549865723,10.289549827575684,7442277
2022-01-07,13.34000015258789,13.517999649047852,13.305999755859375,13.456000328063965,10.393047332763672,8210181
2022-01-10,13.534000396728516,13.776000022888184,13.515999794006348,13.527999877929688,10.44865894317627,6403245
2022-01-11,13.59000015258789,13.668000221252441,13.501999855041504,13.501999855041504,10.428576469421387,4447851
2022-01-12,13.592000007629395,13.944000244140625,13.565999984741211,13.791999816894531,10.652565002441406,6882544
2022-01-13,13.75,13.928000450134277,13.741999626159668,13.89799976348877,10.73443603515625,5653992
2022-01-14,13.805999755859375,13.843999862670898,13.595999717712402,13.777999877929688,10.641751289367676,7000816
2022-01-17,13.880000114440918,13.892000198364258,13.685999870300293,13.727999687194824,10.603133201599121,4331927
2022-01-18,13.692000389099121,13.710000038146973,13.552000045776367,13.668000221252441,10.556791305541992,5913413
2022-01-19,13.65999984741211,13.699999809265137,13.4399995803833,13.539999961853027,10.457927703857422,5865550
2022-01-20,13.465999603271484,13.612000465393066,13.331999778747559,13.489999771118164,10.41930866241455,3958223
2022-01-21,13.29800033569336,13.362000465393066,13.121999740600586,13.284000396728516,10.260200500488281,7371683
2022-01-24,13.215999603271484,13.281999588012695,12.777999877929688,12.862000465393066,9.934259414672852,8881109
2022-01-25,13.039999961853027,13.156000137329102,12.920000076293945,13.074000358581543,10.098001480102539,5362979
2022-01-26,13.140000343322754,13.5,13.128000259399414,13.326000213623047,10.29263973236084,6205467
2022-01-27,13.239999771118164,13.583999633789062,13.140000343322754,13.402000427246094,10.351340293884277,5154259
2022-01-28,13.399999618530273,13.418000221252441,13.0600004196167,13.26200008392334,10.243207931518555,6194981
2022-01-31,13.399999618530273,13.420000076293945,13.163999557495117,13.279999732971191,10.257109642028809,4089127
2022-02-01,13.399999618530273,13.520000457763672,13.342000007629395,13.515999794006348,10.439390182495117,4402737
2022-02-02,13.569999694824219,13.70199966430664,13.446000099182129,13.562000274658203,10.474920272827148,5471526
2022-02-03,13.616000175476074,13.776000022888184,13.522000312805176,13.741999626159668,10.613945960998535,5515845
2022-02-04,13.817999839782715,13.857999801635742,13.461999893188477,13.57800006866455,10.48727798461914,7826782
2022-02-07,13.720000267028809,13.739999771118164,13.510000228881836,13.668000221252441,10.556791305541992,5156599
2022-02-08,13.633999824523926,13.98799991607666,13.564000129699707,13.894000053405762,10.73134708404541,6608503
2022-02-09,13.920000076293945,14.043999671936035,13.833999633789062,13.960000038146973,10.782322883605957,5158235
2022-02-10,14.050000190734863,14.265999794006348,14.0,14.154000282287598,10.932165145874023,7342064
2022-02-11,14.039999961853027,14.119999885559082,13.855999946594238,14.055999755859375,10.856471061706543,6322995
2022-02-14,13.633999824523926,13.670000076293945,13.394000053405762,13.5600004196167,10.47337532043457,9771279
2022-02-15,13.4399995803833,13.720000267028809,13.407999992370605,13.661999702453613,10.552156448364258,6084731
2022-02-16,13.720000267028809,13.760000228881836,13.390000343322754,13.437999725341797,10.379144668579102,6958232
2022-02-17,13.399999618530273,13.442000389099121,13.022000312805176,13.144000053405762,10.152068138122559,7776219
2022-02-18,13.140000343322754,13.227999687194824,12.965999603271484,13.055999755859375,10.084097862243652,5418017
2022-02-21,13.140000343322754,13.192000389099121,12.71399974822998,12.833999633789062,9.91263198852539,6743933
2022-02-22,12.446000099182129,12.892000198364258,12.329999923706055,12.795999526977539,9.883280754089355,9132948
2022-02-23,12.85200023651123,12.932000160217285,12.631999969482422,12.678000450134277,9.792141914367676,5656562
2022-02-24,12.013999938964844,12.29800033569336,11.642000198364258,11.859999656677246,9.160340309143066,20011419
2022-02-25,11.899999618530273,12.152000427246094,11.432000160217285,12.064000129699707,9.317904472351074,14035635
2022-02-28,11.600000381469727,11.65999984741211,11.284000396728516,11.465999603271484,8.856025695800781,14160219
2022-03-01,11.369999885559082,11.5,10.503999710083008,10.576000213623047,8.168614387512207,18873478
2022-03-02,10.307999610900879,10.87399959564209,10.156000137329102,10.736000061035156,8.292194366455078,15921624
2022-03-03,10.855999946594238,11.21399974822998,10.684000015258789,10.760000228881836,8.310731887817383,14911012
2022-03-04,10.600000381469727,10.739999771118164,9.965999603271484,9.965999603271484,7.6974663734436035,21204265
2022-03-07,9.425000190734863,9.88599967956543,8.970000267028809,9.730999946594238,7.515959739685059,55409328
2022-03-08,9.5,10.244000434875488,9.442000389099121,9.824999809265137,7.58856201171875,15031019
2022-03-09,10.359999656677246,10.751999855041504,10.145999908447266,10.715999603271484,8.27674674987793,17394965
2022-03-10,10.824000358581543,10.843999862670898,9.871999740600586,9.918000221252441,7.6603922843933105,22582800
2022-03-11,9.982999801635742,10.276000022888184,9.559000015258789,9.96399974822998,7.695921897888184,15586100
2022-03-14,10.119999885559082,10.354000091552734,10.022000312805176,10.0600004196167,7.770070552825928,12436498
2022-03-15,10.039999961853027,10.168000221252441,9.807999610900879,10.152000427246094,7.841128826141357,9744267
2022-03-16,10.25,10.949999809265137,10.211999893188477,10.836000442504883,8.369431495666504,14328755
2022-03-17,10.960000038146973,11.013999938964844,10.592000007629395,10.805999755859375,8.346260070800781,8834152
2022-03-18,10.850000381469727,10.894000053405762,10.687999725341797,10.894000053405762,8.414229393005371,15421719
2022-03-21,10.869999885559082,11.015999794006348,10.795999526977539,10.887999534606934,8.409594535827637,7718471
2022-03-22,10.949999809265137,11.180000305175781,10.868000030517578,11.052000045776367,8.536264419555664,6698526
2022-03-23,11.04800033569336,11.093999862670898,10.763999938964844,10.854000091552734,8.383334159851074,6394919
2022-03-24,10.880000114440918,10.906000137329102,10.612000465393066,10.673999786376953,8.244307518005371,7431367
2022-03-25,10.673999786376953,10.78600025177002,10.515999794006348,10.675999641418457,8.245850563049316,5860178
2022-03-28,10.772000312805176,11.04800033569336,10.727999687194824,10.73799991607666,8.29373836517334,7444891
2022-03-29,10.87600040435791,11.387999534606934,10.8100004196167,11.336000442504883,8.755619049072266,10283790
2022-03-30,11.317999839782715,11.329999923706055,11.04800033569336,11.13599967956543,8.601141929626465,7221399
2022-03-31,11.161999702453613,11.20199966430664,10.805999755859375,10.88599967956543,8.408049583435059,6834991
2022-04-01,10.946000099182129,11.041999816894531,10.895999908447266,10.920000076293945,8.434309959411621,4057295
2022-04-04,10.960000038146973,10.968000411987305,10.758000373840332,10.86400032043457,8.391057014465332,4944209
2022-04-05,10.800000190734863,10.82800006866455,10.180000305175781,10.317999839782715,7.969342231750488,12861114
2022-04-06,10.317999839782715,10.40999984741211,9.890000343322754,10.065999984741211,7.774704456329346,10381340
2022-04-07,10.100000381469727,10.175999641418457,9.88700008392334,9.88700008392334,7.636448860168457,10729335
2022-04-08,9.930000305175781,10.086000442504883,9.755000114440918,9.885000228881836,7.6349053382873535,14056365
2022-04-11,9.960000038146973,10.137999534606934,9.85200023651123,10.008000373840332,7.729907035827637,8919309
2022-04-12,9.866999626159668,10.053999900817871,9.687000274658203,9.916999816894531,7.659621238708496,8462072
2022-04-13,9.781000137329102,9.961999893188477,9.739999771118164,9.960000038146973,7.692833423614502,8312344
2022-04-14,10.0,10.020000457763672,9.890999794006348,9.984000205993652,7.71136999130249,8337316
2022-04-19,10.038000106811523,10.1899995803833,9.949999809265137,10.050000190734863,7.762346267700195,5947080
2022-04-20,10.11400032043457,10.555999755859375,10.069999694824219,10.345999717712402,7.990968704223633,8887367
2022-04-21,10.420000076293945,10.630000114440918,10.37600040435791,10.517999649047852,8.12381649017334,7176650
2022-04-22,10.4399995803833,10.574000358581543,10.34000015258789,10.491999626159668,8.103734016418457,8313543
2022-04-25,10.40999984741211,10.609999656677246,10.315999984741211,10.432000160217285,8.057393074035645,10391113
2022-04-26,10.552000045776367,10.586000442504883,10.288000106811523,10.288000106811523,7.946171283721924,8571662
2022-04-27,10.300000190734863,10.399999618530273,10.076000213623047,10.185999870300293,7.867388725280762,7003512
2022-04-28,10.300000190734863,10.505999565124512,10.086000442504883,10.204000473022461,7.881292343139648,5925201
2022-04-29,10.300000190734863,10.468000411987305,10.220000267028809,10.37600040435791,8.014141082763672,7809817
2022-05-02,10.324000358581543,10.329999923706055,9.901000022888184,10.215999603271484,7.890560150146484,8243273
2022-05-03,10.300000190734863,10.534000396728516,10.263999938964844,10.484000205993652,8.097556114196777,8554348
2022-05-04,10.527999877929688,10.567999839782715,10.350000381469727,10.399999618530273,8.032676696777344,6671245
2022-05-05,10.300000190734863,10.449999809265137,9.972000122070312,9.982999801635742,7.710596561431885,16018483
2022-05-06,9.960000038146973,10.121999740600586,9.87399959564209,9.96500015258789,7.696694850921631,9544969
2022-05-09,9.949000358581543,10.064000129699707,9.87600040435791,9.899999618530273,7.646490097045898,7044642
2022-05-10,10.0,10.194000244140625,9.949000358581543,9.949999809265137,7.6851091384887695,6905548
2022-05-11,10.0,10.236000061035156,9.928000450134277,10.157999992370605,7.845762729644775,7930458
2022-05-12,9.963000297546387,10.104000091552734,9.84000015258789,10.062000274658203,7.771615028381348,8630986
2022-05-13,10.161999702453613,10.34000015258789,10.081999778747559,10.28600025177002,7.9446258544921875,5541611
2022-05-16,10.23799991607666,10.368000030517578,10.17199993133545,10.253999710083008,7.919910430908203,4907163
2022-05-17,10.399999618530273,10.62399959564209,10.357999801635742,10.534000396728516,8.136175155639648,7117735
2022-05-18,10.600000381469727,10.61400032043457,10.442000389099121,10.46399974822998,8.082108497619629,6688020
2022-05-19,10.199999809265137,10.371999740600586,10.192000389099121,10.371999740600586,8.011049270629883,6109468
2022-05-20,10.505999565124512,10.550000190734863,10.347999572753906,10.394000053405762,8.028042793273926,7166122
2022-05-23,10.552000045776367,10.784000396728516,10.501999855041504,10.784000396728516,8.329267501831055,8169941
2022-05-24,10.699999809265137,10.779999732971191,10.609999656677246,10.723999977111816,8.282925605773926,6200397
2022-05-25,10.859999656677246,10.965999603271484,10.753999710083008,10.859999656677246,8.387968063354492,8936221
2022-05-26,10.89799976348877,11.194000244140625,10.881999969482422,11.157999992370605,8.618135452270508,8591848
2022-05-27,11.23799991607666,11.295999526977539,11.079999923706055,11.253999710083008,8.692282676696777,9479893
2022-05-30,10.350000381469727,10.458000183105469,10.255999565124512,10.350000381469727,8.81665325164795,11180712
2022-05-31,10.34000015258789,10.394000053405762,10.277999877929688,10.314000129699707,8.78598690032959,12355578
2022-06-01,10.406000137329102,10.434000015258789,10.109999656677246,10.133999824523926,8.63265323638916,8190527
2022-06-02,10.170000076293945,10.204000473022461,10.095999717712402,10.116000175476074,8.61732006072998,3997717
2022-06-03,10.184000015258789,10.220000267028809,10.003999710083008,10.010000228881836,8.527024269104004,4280758
2022-06-06,10.116000175476074,10.25,10.100000381469727,10.157999992370605,8.653098106384277,5038342
2022-06-07,10.100000381469727,10.144000053405762,9.906000137329102,10.015999794006348,8.532135009765625,7103159
2022-06-08,10.008000373840332,10.050000190734863,9.880000114440918,9.984000205993652,8.504876136779785,6889033
2022-06-09,9.920000076293945,10.031999588012695,9.795999526977539,9.809000015258789,8.355802536010742,8262559
2022-06-10,9.710000038146973,9.710000038146973,9.161999702453613,9.229000091552734,7.861729145050049,14718858
2022-06-13,9.09000015258789,9.09000015258789,8.729999542236328,8.817000389099121,7.510766506195068,11657161
2022-06-14,8.925999641418457,8.9350004196167,8.711999893188477,8.833000183105469,7.524395942687988,6972076
2022-06-15,9.121999740600586,9.208000183105469,9.041999816894531,9.052000045776367,7.710951328277588,7998931
2022-06-16,9.050000190734863,9.050000190734863,8.776000022888184,8.902999877929688,7.584024906158447,7333998
2022-06-17,8.973999977111816,9.145999908447266,8.901000022888184,8.98799991607666,7.656432628631592,15108565
